name,popularity,phonetic,gender,meaning,root
صدرا,23683,sadrā,male,مرکب از صدر (عربی به معنای بالا) + الف فاعلی (فارسی) - بالا برنده،ارج دهنده،نام حکیم محمدبن ابراهیم بن یحیی شیرازی معروف به ملاصدرا,عربی-فارسی
صدرالدین,2227,sadroddin,male,دارای برتری دین، مقدم و پیشوای دین,عربی
صدف,24103,sadaf,female,نوعی جانور نرم تن که قدما اعتقاد داشتند اگر قطره باران در آن جا بگیرد به مروارید تبدیل می شود ، نام سه ستاره به شکل مثلث,عربی
صدوق,101,saduq,male,راستگو، صدیق، دوست,عربی
صدیق,11739,seddiq,male,بنده خالص خداوند ، بسیار راستگو و درستکار، لقب یوسف(ع) پسر یعقوب(ع),عربی
صدیقه,429241,seddiqe,female,مؤنث صدیق، بسیار راستگو و درستکار، لقب عایشه همسر پیمابر(ص) و لقب مریم(ع),عربی
صغری,366000,soqrā,female,مؤنث اصغر، زن کوچک تر و هر شیء مؤنث که کوچک باشد,عربی
صفا,8178,safā,male,یکرنگی، خلوص، صمیمیت، نام یکی از گوشه های موسیقی ایرانی،نام کوهی در مکه,عربی
صفدر,15228,saf dar,male,صف(عربی) + در(فارسی) ، مردجنگی، دلاور، صف شکن، از القاب علی(ع,عربی-فارسی
صفر, ,,male,نام ماه دوم از سال قمری، نام کوهی در نزدیکی مدینه,عربی
صفورا,36060,safurā,female,مصرف کننده اندوخته ها-خالی کننده ظروف- نام همسر حضرت موسی و دختر حضرات شعیب,عبری
صفی,539,safi(y),male,خالص ، یگانه ، یکتا ، برگزیده ، صاف ، پاک و روشن ، نام شاعر و نویسنده و واعظ ایرانی قرن هشت و نه هجری,عربی
صفی الدین,269,,male,برگزیده دین، نام عارف نامدار قرن هشتم، صفی الدین اردبیلی,عربی
صفی الله,6289,,male,برگزیده خداوند، لقب آدم(ع),عربی
صفیه,112113,safiye,female,مؤنث صفی، نام یکی از همسران پیامبر(ص),عربی
صلاح,6189,salāh,male,خیر و نیکی,عربی
صلاح الدین,9314,,male,موجب نیکی آیین، نام یکی از بزرگان و عرفای قرن هفتم که از مریدان مولانا بود,عربی
صمد,65366,samad,male,بی نیاز، غنی، مهتر، از نامهای خداوند، از اسماء حسنی,عربی
صمصام,1327,samsām,male,شمشیری که خم نگردد، شمشیر برّان,عربی
صمیم,200,samim,male,صمیمی، میانه، وسط، اوج و نهایت شدت یا ترقی چیزی,عربی
صنعان,1162,san’ān,male,طبق روایت شیخ عطار در منطق الطیر، نام عارفی بزرگ که هفتاد مرید داشت,عربی
صنم,30377,sanam,female,بت، معشوق، دلبر,عربی
صنوبر,12771,,female,معرب از فارسی، نام درختی همیشه سبز,فارسی
صهبا,1416,sahbā,female,شرابی که مایل به سرخی باشد، شراب انگوری,عربی
صوفیا,2966,sufiyā,female,نوایی در موسیقی,فارسی
صونا,19181,so(w)nā,female,صیانت ، خویشتنداری از گناه ، پارسایی,عربی-فارسی
صیاد, ,,male,شکارچی,عربی
ضحا,16482,zohā,both,زمانی پس از برآمدن افتاب، چاشتگاه، نام سوره ای در قرآن کریم,عربی
ضحاک, ,,male,در عربی بسیار خنده کننده ، از شخصیتهای ستمگر شاهنامه، ایرانیان از گذاشتن این نام روی پسران پرهیز می کنند,عربی
ضحی, ,,female,صبح - چاشتگاه زمانی از صبح که تازه آفتاب در آمده است,عربی
ضرغام,5211,zarqām,male,شیر درنده ، پهلوان، دلاور,عربی
ضیا,724,ziyā,male,نور، روشنی,عربی
ضیغم,550,zeyqam,male,شیر بیشه زار ، شیر قوی ، کنایه از فرد شجاع و دلیر,عربی
طارق,5543,tāreq,male,ستاره صبح ، نام سوره ای در قرآن کریم,عربی
طالب,12902,tāleb,male,خواستار، خواهان ، سالک,عربی
طالع, ,,male,طلوع کننده ، بخت و اقبال,عربی
طاها,95172,tāhā,male,نام سوره ای در قران کریم,عربی
طاهر,35466,tāher,male,پاکیزه ، بی گناه، معصوم، نام یکی از پسران پیامبرص),عربی
طاهره,400562,tāhere,female,مؤنث طاهر، زن پاک و مبرا از عیب، لقب فاطمه زهراع) و لقب خدیجه همسر پیامبر(ص),عربی
طاووس,1655,tāvus,female,طاوس،معرب از یونانی ، پرنده ای با پرهای رنگارنگ، نام یکی از صورتهای فلکی نیم کره جنوبی، نام همسر فتحعلی شاه قاجار,یونانی
طراوت,1278,tarāvat,female,تر و تازگی,عربی
طرب, ,,male,شادمانی، خوشی,عربی
طرخان, ,tarxān,male,از شخصیتهای شاهنامه، نام سردار چینی در سپاه افراسیاب تورانی,ترکی
طرلان, ,tarlān,female,ترلان,ترکی
طلا,24597,talā,female,فلزی زرد رنگ و نسبتاً نرم، زر,عربی
طلایه,434,talāye,female,نشانه یا جلوه نخستین از هر چیز که پیش از دیگر نشانه ها نمایان شود,عربی
طلحه,2042,talhe,male,نام یکی از صحابه پیامبر(ص)، نیز نام دومین امیر از سلسله طاهریان,عربی
طلوع,570,tolue,female,برآمدن خورشید و مانند آن,عربی
طلیعه,7833,taliee,female,طلایه,عربی
طناز,14746,tannāz,female,بسیار زیبا، دلنشین و فریبنده,عربی
طنان,119,tannān,female,پرطنین، بلندآوازه، مشهور,عربی
طنین,3713,tanin,female,انعکاس صوت، پژواک، خوش آهنگی,عربی
طه,6917,tāhā,male,طهماسپ,فارسی
طهمورث,2427,tahmures,male,از شخصیتهای نام پسر هوشنگ پادشاه پیشدادی,فارسی
طهورا,12975,tahurā,female,پاکیزه - پاک کننده,عربی
طوبی,91837,tubā,female,نام درختی در بهشت,عربی
طوس, ,tus,male,از شخصیتهای شاهنامه، نام شاهزاده و پهلوان ایرانی ملقب به زرینه کفش، فرزند نوذر پادشاه پیشدادی,فارسی
طوطی, ,,female,پرنده ای که بیشتر در نواحی استوایی و جنگلها زندگی می کند,فارسی
طوطیا, ,tutiyā,female,معرب از هندی، توتیا,هندی
طوفان,1387,tufān,male,معرب از آرامی ، جریان هوای بسیار شدید، هیاهو و غوغا,آرامی
طیب,7765,tayyeb,male,پاک، مطهر، پاکیزه,عربی
طیبه,221713,tayyebe,female,مؤنث طیب، پاک، مطهر، پاکیزه,عربی
ظافر, ,zāfar,male,ظفریابنده، پیروزی یابنده,عربی
ظریف,1477,zarif,female,دارای اجزا یا ساختار نازک و باریک همراه با ظرافت و تناسب، نکته سنج و نکته دان,عربی
ظریفه,19065,zarife,female,مؤنث ظریف، دارای اجزا یا ساختار نازک و باریک همراه با ظرافت و تناسب، نکته سنج و نکته دان,عربی
ظفر,2124,zafar,male,پیروزی، نصرت,عربی
ظهور, ,,male,پدیدار شدن، آشکار شدن,عربی
ظهیر,1273,zahir,male,پشتیبان، یاور، ظهیرالدین,عربی
ظهیرالدین,101,zahiroddin,male,یار و یاور دین، پشتیبان دین ، نام شاعر نامدار ایرانی قرن ششم، ظهیرالدین فاریابی,عربی
عابد,10982,ābed,male,عبادت کننده، پرستنده چیزی یا کسی,عربی
عابده,6018,ābede,female,مؤنث عابد، عبادت کننده، پرستنده چیزی یا کسی,عربی
عادل,69859,ādel,male,با انصاف,عربی
عادله,23535,ādele,female,مؤنث عادل،بانوی با انصاف,عربی
عارف,49933,āref,male,آن که از راه تهذیب نفس و تفکر، به معرفت خداوند دست می یابد، دانا، آگاه، نام شاعر ایرانی قرن چهاردهم، عارف قزوینی,عربی
عارفه,36671,ārefe,female,مؤنث عارف، آن که از راه تهذیب نفس و تفکر، به معرفت خداوند دست می یابد، دانا، آگاه,عربی
عاشق, ,,male,دلباخته، دلداده ، نام شاعر ایرانی قرن دوازدهم، عاشق اصفهانی,عربی
عاشور,4116,āšur,male,روز دهم از ماه محرم,عربی
عاصفه,896,āsefe,female,معرب از سریانی، باد تند و شدید، تندباد,سریانی
عاصم,1207,āsem,male,نگهدارنده، محافظ,عربی
عاطفه,168292,ātefe,female,عربی محبت و مهربانی، عطوفت,عربی
عاقله,572,āqele,female,مؤنث عاقل،دارای عقل و فهم زیاد,عربی
عالم,11893,ālam,female,جهان، دنیا,عربی
عالمه,8152,āleme,female,بانوی دانشمند,عربی
عالیه,61691,āliye,female,مؤنث عالی،عنوانی احترام آمیز برای زنان، عالی مقام، نام دختر هارون الرشید، به روایتی نام دختر امام علی النقی(ع),عربی
عامر,8415,āmer,male,آباد کننده، معمور، آبادان,عربی
عایشه,87256,āyeše,female,دارای حال نیکو، نام دختر ابوبکر و همسر پیامبر(ص),عربی
عباد,3278,ebād,male,بندگان، نام چندتن از خاندان بنی عباد,عربی
عبادالله,18594,ebādollāh,male,بندگان خداوند,عربی
عباس, ,abbās,male,شیر بیشه، نام پسر عبدالمطلب عموی پیامبر(ص)،لقب برادر امام حسین علمدار شجاع صحرای کربلا,عربی
عبدالباقی,3359,abdolbāqi,male,بنده پروردگار که باقی و پایدار است، نام خطاط معروف ایرانی در زمان شاه عباس صفوی,عربی
عبدالجبار,3978,abodoljabbār,male,بنده پروردگار که دارای جبروت است,عربی
عبدالجلیل,7754,abodoljalil,male,بنده پروردگار که جلیل و بزرگ است، نام دانشمند شیعه قرن ششم، عبدالجلیل رازی,عربی
عبدالحسین,79394,abdolhoseyn,male,بنده حسین,عربی
عبدالحق,1536,abdolhaq(q),male,بنده پروردگار,عربی
عبدالحلیم,1988,abdolhalim,male,بنده پروردگار که حلیم و بردبار است,عربی
عبدالحی,848,abdolhay,male,بنده پروردگار همیشه زنده,عربی
عبدالخالق, ,,male,بنده پروردگار، نام پدر بیدل شاعر قرن یازدهم,عربی
عبدالرحمان,19876,abdolrahmān,male,عبد الرحمن,عربی
عبدالرحیم,37955,abdolrahim,male,بنده پروردگار رحیم و مهربان,عربی
عبدالرزاق,8205,abdolrazzāq,male,بنده پروردگار روزی دهنده,عربی
